Census_Tract,County,State,State_Abbr,Resilience_Score,Health_Burden,Urban_Rural,Population_2010,Poverty_Rate,Median_Income,City,City_State
17119403101,Madison County,Illinois,IL,1.769,-0.694,Urban,5885,30.4,89450.0,Madison,"Madison, IL"
48313000100,Madison County,Texas,TX,1.769,-0.249,Rural,3601,19.2,50125.0,Madison,"Madison, TX"
41053020303,Polk County,Oregon,OR,1.768,-0.912,Urban,4359,34.3,54970.0,Polk,"Polk, OR"
27053026006,Hennepin County,Minnesota,MN,1.767,-0.998,Urban,2832,11.0,73636.0,Hennepin,"Hennepin, MN"
48099010502,Coryell County,Texas,TX,1.766,-0.651,Urban,4296,20.8,48910.0,Coryell,"Coryell, TX"
37097061304,Iredell County,North Carolina,NC,1.765,-0.577,Urban,4705,10.5,58875.0,Iredell,"Iredell, NC"
48113014403,Dallas County,Texas,TX,1.765,-0.645,Urban,3909,14.9,42087.0,Dallas,"Dallas, TX"
37183054018,Wake County,North Carolina,NC,1.758,-0.539,Urban,2553,18.9,51285.0,Raleigh,"Raleigh, NC"
39061026600,Hamilton County,Ohio,OH,1.756,-0.186,Urban,1518,21.7,121250.0,Hamilton,"Hamilton, OH"
6071002109,San Bernardino County,California,CA,1.751,-1.007,Urban,4626,6.5,55975.0,San Bernardino,"San Bernardino, CA"
48439113116,Tarrant County,Texas,TX,1.75,-0.51,Urban,3783,10.0,47813.0,Fort Worth,"Fort Worth, TX"
6075060400,San Francisco County,California,CA,1.741,-0.999,Urban,1689,9.6,92179.0,San Francisco,"San Francisco, CA"
45079010501,Richland County,South Carolina,SC,1.74,-0.393,Urban,1989,26.2,31500.0,Richland,"Richland, SC"
47125101304,Montgomery County,Tennessee,TN,1.74,-0.316,Urban,4867,21.7,53974.0,Montgomery,"Montgomery, TN"
13067030405,Cobb County,Georgia,GA,1.739,-0.557,Urban,5774,17.7,49091.0,Cobb,"Cobb, GA"
28047001300,Harrison County,Mississippi,MS,1.738,-0.031,Urban,3056,23.1,48225.0,Harrison,"Harrison, MS"
31109003301,Lancaster County,Nebraska,NE,1.732,-0.694,Urban,4119,29.3,67440.0,Lancaster,"Lancaster, NE"
13021010800,Bibb County,Georgia,GA,1.73,-0.569,Urban,1315,21.9,87368.0,Bibb,"Bibb, GA"
40027201404,Cleveland County,Oklahoma,OK,1.73,-0.228,Urban,2328,21.5,91500.0,Cleveland,"Cleveland, OK"
6073009603,San Diego County,California,CA,1.727,-0.992,Urban,4533,16.9,68370.0,San Diego,"San Diego, CA"
29019001503,Boone County,Missouri,MO,1.726,-0.454,Urban,4023,25.5,48031.0,Boone,"Boone, MO"
28115950200,Pontotoc County,Mississippi,MS,1.726,0.325,Rural,4637,21.7,60957.0,Pontotoc,"Pontotoc, MS"
5143011103,Washington County,Arkansas,AR,1.725,0.168,Rural,4012,9.6,52373.0,Washington,"Washington, AR"
51830370100,Williamsburg city,Virginia,VA,1.721,-0.515,Urban,4138,20.1,127875.0,Williamsburg city,"Williamsburg city, VA"
47179060600,Washington County,Tennessee,TN,1.719,-0.283,Urban,7045,31.7,57857.0,Washington,"Washington, TN"
46027965700,Clay County,South Dakota,SD,1.718,-0.718,Urban,5243,23.0,93914.0,Clay,"Clay, SD"
51059461902,Fairfax County,Virginia,VA,1.717,-0.81,Urban,1775,23.1,38077.0,Fairfax,"Fairfax, VA"
37081016102,Guilford County,North Carolina,NC,1.716,-0.554,Urban,3930,22.9,44737.0,Guilford,"Guilford, NC"
47019070900,Carter County,Tennessee,TN,1.715,-0.342,Urban,3399,20.9,62339.0,Carter,"Carter, TN"
13135050314,Gwinnett County,Georgia,GA,1.711,-0.514,Urban,9577,13.5,53689.0,Atlanta area,"Atlanta area, GA"
30049000800,Lewis and Clark County,Montana,MT,1.71,-0.869,Urban,4305,20.2,81089.0,Lewis and Clark,"Lewis and Clark, MT"
39049010300,Franklin County,Ohio,OH,1.709,-0.163,Urban,2801,22.1,38088.0,Columbus,"Columbus, OH"
40083600600,Logan County,Oklahoma,OK,1.708,0.128,Rural,4338,17.9,49183.0,Logan,"Logan, OK"
4013318900,Maricopa County,Arizona,AZ,1.707,-0.793,Urban,6254,24.9,49932.0,Phoenix,"Phoenix, AZ"
28137950302,Tate County,Mississippi,MS,1.707,0.345,Rural,6069,21.9,68240.0,Tate,"Tate, MS"
46099010600,Minnehaha County,South Dakota,SD,1.706,-0.684,Urban,5306,14.2,62620.0,Minnehaha,"Minnehaha, SD"
13135050423,Gwinnett County,Georgia,GA,1.705,-0.511,Urban,6967,7.9,58276.0,Atlanta area,"Atlanta area, GA"
54037972702,Jefferson County,West Virginia,WV,1.704,0.177,Urban,4015,8.4,76500.0,Jefferson,"Jefferson, WV"
39133601300,Portage County,Ohio,OH,1.704,-0.127,Urban,6899,20.7,69800.0,Portage,"Portage, OH"
22079011600,Rapides Parish,Louisiana,LA,1.703,-0.155,Urban,2455,20.2,62423.0,Rapides Parish,"Rapides Parish, LA"
18097390800,Marion County,Indiana,IN,1.701,-0.378,Urban,4069,9.9,57005.0,Indianapolis,"Indianapolis, IN"
32031001501,Washoe County,Nevada,NV,1.697,-0.681,Urban,4444,21.5,61118.0,Washoe,"Washoe, NV"
26125193500,Oakland County,Michigan,MI,1.697,-0.43,Urban,2715,21.1,51250.0,Oakland,"Oakland, MI"
42071013602,Lancaster County,Pennsylvania,PA,1.696,-0.567,Urban,5565,26.6,65583.0,Lancaster,"Lancaster, PA"
5071951900,Johnson County,Arkansas,AR,1.693,-0.161,Urban,3560,11.6,45217.0,Johnson,"Johnson, AR"
51683910202,Manassas city,Virginia,VA,1.689,-0.551,Urban,7678,9.4,78750.0,Manassas city,"Manassas city, VA"
16057005300,Latah County,Idaho,ID,1.683,-0.771,Urban,6461,26.3,65103.0,Latah,"Latah, ID"
56001963100,Albany County,Wyoming,WY,1.682,-0.992,Urban,7020,21.3,105400.0,Albany,"Albany, WY"
55025002602,Dane County,Wisconsin,WI,1.68,-0.783,Urban,5576,12.3,68026.0,Madison,"Madison, WI"
54037972402,Jefferson County,West Virginia,WV,1.679,0.193,Urban,4061,9.0,75938.0,Jefferson,"Jefferson, WV"
31109002900,Lancaster County,Nebraska,NE,1.678,-0.662,Urban,4968,16.3,57750.0,Lancaster,"Lancaster, NE"
6067007105,Sacramento County,California,CA,1.678,-0.964,Urban,6725,20.0,90889.0,Sacramento,"Sacramento, CA"
19013002301,Black Hawk County,Iowa,IA,1.676,-0.689,Urban,2248,22.2,69792.0,Black Hawk,"Black Hawk, IA"
6007001100,Butte County,California,CA,1.672,-0.984,Urban,4572,46.3,49337.0,Butte,"Butte, CA"
48201340100,Harris County,Texas,TX,1.669,-0.554,Urban,4618,9.3,58986.0,Houston,"Houston, TX"
48201541800,Harris County,Texas,TX,1.668,-0.553,Urban,5762,18.4,58155.0,Houston,"Houston, TX"
9011870300,New London County,Connecticut,CT,1.666,-0.847,Urban,6662,44.6,29300.0,New London,"New London, CT"
36029009115,Erie County,New York,NY,1.666,-0.748,Urban,3308,45.0,26833.0,Erie,"Erie, NY"
45083021802,Spartanburg County,South Carolina,SC,1.665,-0.347,Urban,6059,42.2,32375.0,Spartanburg,"Spartanburg, SC"
17031825302,Cook County,Illinois,IL,1.665,-0.665,Urban,6277,9.0,67396.0,Cook,"Cook, IL"
24005408507,Baltimore County,Maryland,MD,1.665,-0.658,Urban,5966,10.1,70865.0,Baltimore,"Baltimore, MD"
4009961600,Graham County,Arizona,AZ,1.663,-0.447,Rural,3161,21.1,55000.0,Graham,"Graham, AZ"
8041001600,El Paso County,Colorado,CO,1.66,-1.348,Urban,3712,31.0,42208.0,El Paso,"El Paso, CO"
6035040400,Lassen County,California,CA,1.658,-0.644,Rural,9422,21.7,57350.0,Lassen,"Lassen, CA"
48453001821,Travis County,Texas,TX,1.652,-0.446,Urban,5204,12.5,58990.0,Austin,"Austin, TX"
17113000102,McLean County,Illinois,IL,1.649,-0.624,Urban,6831,37.7,82973.0,McLean,"McLean, IL"
40119010600,Payne County,Oklahoma,OK,1.648,-0.144,Urban,4814,41.4,62500.0,Payne,"Payne, OK"
48099010501,Coryell County,Texas,TX,1.648,-0.581,Urban,5245,25.3,42611.0,Coryell,"Coryell, TX"
48029181504,Bexar County,Texas,TX,1.646,-0.606,Urban,5796,12.9,55736.0,San Antonio,"San Antonio, TX"
39061020902,Hamilton County,Ohio,OH,1.646,-0.12,Urban,5493,21.7,63470.0,Hamilton,"Hamilton, OH"
39009973700,Athens County,Ohio,OH,1.644,0.182,Rural,4140,21.6,63125.0,Athens,"Athens, OH"
24031703301,Montgomery County,Maryland,MD,1.644,-0.636,Urban,4765,8.7,85417.0,Montgomery,"Montgomery, MD"
48029192000,Bexar County,Texas,TX,1.644,-0.605,Urban,5244,20.3,61563.0,San Antonio,"San Antonio, TX"
42007601100,Beaver County,Pennsylvania,PA,1.641,-0.558,Urban,3272,24.4,48309.0,Beaver,"Beaver, PA"
13135050537,Gwinnett County,Georgia,GA,1.638,-0.471,Urban,4456,25.8,38488.0,Atlanta area,"Atlanta area, GA"
18163000300,Vanderburgh County,Indiana,IN,1.636,-0.314,Urban,4248,18.8,40625.0,Vanderburgh,"Vanderburgh, IN"
42035030700,Clinton County,Pennsylvania,PA,1.635,-0.544,Urban,7780,32.8,55395.0,Clinton,"Clinton, PA"
6037115104,Los Angeles County,California,CA,1.634,-0.95,Urban,4444,28.0,109091.0,Los Angeles,"Los Angeles, CA"
4021000211,Pinal County,Arizona,AZ,1.63,-0.744,Urban,4465,13.8,52266.0,Pinal,"Pinal, AZ"
13135050424,Gwinnett County,Georgia,GA,1.63,-0.466,Urban,7229,21.6,45625.0,Atlanta area,"Atlanta area, GA"
48465950500,Val Verde County,Texas,TX,1.628,-0.427,Urban,7472,18.6,46957.0,Val Verde,"Val Verde, TX"
31109002701,Lancaster County,Nebraska,NE,1.627,-0.631,Urban,3168,16.3,38000.0,Lancaster,"Lancaster, NE"
55133202600,Waukesha County,Wisconsin,WI,1.626,-0.709,Urban,3498,18.5,50739.0,Waukesha,"Waukesha, WI"
6001401700,Alameda County,California,CA,1.625,-0.958,Urban,2667,16.0,67500.0,Alameda,"Alameda, CA"
48201241103,Harris County,Texas,TX,1.625,-0.528,Urban,4298,14.0,53370.0,Houston,"Houston, TX"
22015010805,Bossier Parish,Louisiana,LA,1.624,-0.133,Urban,3238,24.2,67321.0,Bossier Parish,"Bossier Parish, LA"
48041002013,Brazos County,Texas,TX,1.624,-0.589,Urban,4873,27.8,59297.0,College Station,"College Station, TX"
10003014706,New Castle County,Delaware,DE,1.623,-0.45,Urban,2974,9.5,61853.0,New Castle,"New Castle, DE"
13179010208,Liberty County,Georgia,GA,1.623,-0.445,Urban,6492,10.4,51507.0,Hinesville,"Hinesville, GA"
48157671400,Fort Bend County,Texas,TX,1.622,-0.543,Urban,8877,17.6,59495.0,Fort Bend,"Fort Bend, TX"
28033070310,DeSoto County,Mississippi,MS,1.619,0.035,Urban,3716,20.2,47417.0,DeSoto,"DeSoto, MS"
18003000400,Allen County,Indiana,IN,1.619,-0.365,Urban,2569,11.2,52137.0,Allen,"Allen, IN"
48201551500,Harris County,Texas,TX,1.619,-0.524,Urban,7803,13.5,59125.0,Houston,"Houston, TX"
36055013001,Monroe County,New York,NY,1.618,-0.709,Urban,7089,22.9,80550.0,Bloomington,"Bloomington, NY"
22105954001,Tangipahoa Parish,Louisiana,LA,1.618,-0.094,Urban,4388,33.6,49750.0,Tangipahoa Parish,"Tangipahoa Parish, LA"
13089021705,DeKalb County,Georgia,GA,1.617,-0.476,Urban,5051,19.7,50767.0,DeKalb,"DeKalb, GA"
39049007812,Franklin County,Ohio,OH,1.613,-0.106,Urban,4094,25.8,79261.0,Columbus,"Columbus, OH"
35049001205,Santa Fe County,New Mexico,NM,1.611,-0.604,Urban,5290,16.9,49712.0,Santa Fe,"Santa Fe, NM"
28033070610,DeSoto County,Mississippi,MS,1.611,0.04,Urban,3001,13.0,51037.0,DeSoto,"DeSoto, MS"
16005000800,Bannock County,Idaho,ID,1.608,-0.747,Urban,2916,50.5,36776.0,Bannock,"Bannock, ID"
51810040200,Virginia Beach city,Virginia,VA,1.606,-0.454,Urban,5283,17.1,51632.0,Virginia Beach,"Virginia Beach, VA"
51810040403,Virginia Beach city,Virginia,VA,1.602,-0.452,Urban,3810,7.2,54955.0,Virginia Beach,"Virginia Beach, VA"
22089062100,St. Charles Parish,Louisiana,LA,1.602,-0.091,Urban,5925,11.9,53108.0,St. Charles Parish,"St. Charles Parish, LA"
48143950500,Erath County,Texas,TX,1.599,-0.534,Urban,6967,37.2,55313.0,Erath,"Erath, TX"
48485012000,Wichita County,Texas,TX,1.598,-0.402,Urban,6852,28.0,71384.0,Wichita,"Wichita, TX"
48041001601,Brazos County,Texas,TX,1.592,-0.57,Urban,4572,51.4,40990.0,College Station,"College Station, TX"
41003000900,Benton County,Oregon,OR,1.592,-0.826,Urban,5438,22.3,101580.0,Benton,"Benton, OR"
13051010102,Chatham County,Georgia,GA,1.591,-0.475,Urban,5373,20.7,56976.0,Chatham,"Chatham, GA"
48441013401,Taylor County,Texas,TX,1.586,-0.412,Urban,3736,7.0,52882.0,Taylor,"Taylor, TX"
34005704801,Burlington County,New Jersey,NJ,1.581,-0.77,Urban,3122,4.1,63333.0,Burlington,"Burlington, NJ"
19103001801,Johnson County,Iowa,IA,1.58,-0.597,Urban,4920,15.2,41167.0,Johnson,"Johnson, IA"
8101000903,Pueblo County,Colorado,CO,1.58,-1.276,Urban,777,87.8,,Pueblo,"Pueblo, CO"
51660000102,Harrisonburg city,Virginia,VA,1.579,-0.495,Urban,4671,20.1,72679.0,Harrisonburg city,"Harrisonburg city, VA"
6071004510,San Bernardino County,California,CA,1.578,-0.904,Urban,5178,34.6,56591.0,San Bernardino,"San Bernardino, CA"
18097320108,Marion County,Indiana,IN,1.578,-0.304,Urban,5296,22.9,,Indianapolis,"Indianapolis, IN"
25015820300,Hampshire County,Massachusetts,MA,1.577,-0.977,Urban,6818,31.9,87219.0,Hampshire,"Hampshire, MA"
48453002430,Travis County,Texas,TX,1.575,-0.4,Urban,3422,26.2,52399.0,Austin,"Austin, TX"
5143010301,Washington County,Arkansas,AR,1.571,-0.061,Urban,9474,24.9,48750.0,Washington,"Washington, AR"
26093725100,Livingston County,Michigan,MI,1.566,-0.364,Urban,4407,13.9,57606.0,Livingston,"Livingston, MI"
28073020302,Lamar County,Mississippi,MS,1.566,0.082,Urban,9208,35.5,46659.0,Lamar,"Lamar, MS"
55035000600,Eau Claire County,Wisconsin,WI,1.565,-0.711,Urban,5107,10.2,54375.0,Eau Claire,"Eau Claire, WI"
51760061000,Richmond city,Virginia,VA,1.565,-0.449,Urban,3284,21.3,35625.0,Richmond city,"Richmond city, VA"
13135050209,Gwinnett County,Georgia,GA,1.565,-0.427,Urban,8166,14.2,57310.0,Atlanta area,"Atlanta area, GA"
39173021902,Wood County,Ohio,OH,1.56,-0.026,Urban,5080,52.4,37250.0,Wood,"Wood, OH"
47183968203,Weakley County,Tennessee,TN,1.558,-0.185,Urban,3051,32.8,43819.0,Weakley,"Weakley, TN"
29189219800,St. Louis County,Missouri,MO,1.558,-0.287,Urban,7435,7.8,61603.0,St. Louis,"St. Louis, MO"
48439113220,Tarrant County,Texas,TX,1.557,-0.395,Urban,6271,16.3,44775.0,Fort Worth,"Fort Worth, TX"
39049009373,Franklin County,Ohio,OH,1.556,-0.071,Urban,5773,17.8,50781.0,Columbus,"Columbus, OH"
20091053557,Johnson County,Kansas,KS,1.553,-0.391,Urban,2192,20.5,56520.0,Johnson,"Johnson, KS"
27103480400,Nicollet County,Minnesota,MN,1.553,-0.85,Urban,5925,23.0,82206.0,Nicollet,"Nicollet, MN"
39153508000,Summit County,Ohio,OH,1.552,-0.029,Urban,4737,9.9,54722.0,Summit,"Summit, OH"
48245002600,Jefferson County,Texas,TX,1.551,-0.466,Urban,6671,38.3,41286.0,Jefferson,"Jefferson, TX"
51680000802,Lynchburg city,Virginia,VA,1.548,-0.469,Urban,2870,19.7,52096.0,Lynchburg city,"Lynchburg city, VA"
23005003100,Cumberland County,Maine,ME,1.547,-0.64,Urban,3722,9.1,59650.0,Fayetteville,"Fayetteville, ME"
13135050542,Gwinnett County,Georgia,GA,1.546,-0.416,Urban,4711,14.3,48354.0,Atlanta area,"Atlanta area, GA"
37081012601,Guilford County,North Carolina,NC,1.543,-0.45,Urban,5912,21.8,50230.0,Guilford,"Guilford, NC"
10003014906,New Castle County,Delaware,DE,1.542,-0.401,Urban,4726,16.2,57435.0,New Castle,"New Castle, DE"
32031002611,Washoe County,Nevada,NV,1.542,-0.588,Urban,5470,26.9,70158.0,Washoe,"Washoe, NV"
51770003100,Roanoke city,Virginia,VA,1.539,-0.429,Urban,3837,4.0,68125.0,Roanoke city,"Roanoke city, VA"
6085503509,Santa Clara County,California,CA,1.538,-0.874,Urban,4040,5.0,95855.0,Santa Clara,"Santa Clara, CA"
1089001402,Madison County,Alabama,AL,1.537,0.081,Urban,4853,17.0,57587.0,Madison,"Madison, AL"
45013000800,Beaufort County,South Carolina,SC,1.537,-0.298,Urban,5247,16.1,46173.0,Beaufort,"Beaufort, SC"
19193002000,Woodbury County,Iowa,IA,1.535,-0.535,Urban,5416,12.6,53470.0,Woodbury,"Woodbury, IA"
48439110203,Tarrant County,Texas,TX,1.533,-0.381,Urban,8748,15.3,62188.0,Fort Worth,"Fort Worth, TX"
6001451506,Alameda County,California,CA,1.533,-0.903,Urban,3138,7.3,87500.0,Alameda,"Alameda, CA"
48167724000,Galveston County,Texas,TX,1.532,-0.485,Urban,2393,40.8,85234.0,Galveston,"Galveston, TX"
48113013011,Dallas County,Texas,TX,1.532,-0.506,Urban,4794,30.8,35438.0,Dallas,"Dallas, TX"
24027602600,Howard County,Maryland,MD,1.532,-0.571,Urban,7113,9.6,76604.0,Howard,"Howard, MD"
22071000617,Orleans Parish,Louisiana,LA,1.531,-0.056,Urban,4334,33.1,32281.0,Orleans Parish,"Orleans Parish, LA"
39049007113,Franklin County,Ohio,OH,1.531,-0.057,Urban,4918,15.5,48286.0,Columbus,"Columbus, OH"
10003014808,New Castle County,Delaware,DE,1.529,-0.393,Urban,6318,5.2,70110.0,New Castle,"New Castle, DE"
39035106900,Cuyahoga County,Ohio,OH,1.527,-0.06,Urban,3501,15.0,49400.0,Cuyahoga,"Cuyahoga, OH"
9001020900,Fairfield County,Connecticut,CT,1.526,-0.767,Urban,4906,5.8,77426.0,Fairfield,"Fairfield, CT"
17113000501,McLean County,Illinois,IL,1.525,-0.55,Urban,2690,36.1,77933.0,McLean,"McLean, IL"
55025000407,Dane County,Wisconsin,WI,1.521,-0.687,Urban,5661,23.3,65227.0,Madison,"Madison, WI"
45019003113,Charleston County,South Carolina,SC,1.52,-0.285,Urban,2772,15.3,46888.0,Charleston,"Charleston, SC"
17031770800,Cook County,Illinois,IL,1.52,-0.578,Urban,5582,7.0,62869.0,Cook,"Cook, IL"
28137950400,Tate County,Mississippi,MS,1.52,0.135,Urban,5864,26.5,44960.0,Tate,"Tate, MS"
26065003902,Ingham County,Michigan,MI,1.519,-0.347,Urban,4380,30.0,103889.0,Lansing/East Lansing,"Lansing/East Lansing, MI"
49049002500,Utah County,Utah,UT,1.516,-1.083,Urban,4297,24.8,32151.0,Utah,"Utah, UT"
6013313205,Contra Costa County,California,CA,1.516,-0.889,Urban,1724,2.0,93148.0,Contra Costa,"Contra Costa, CA"
9009361500,New Haven County,Connecticut,CT,1.516,-0.757,Urban,7607,20.5,59677.0,New Haven,"New Haven, CT"
39167020500,Washington County,Ohio,OH,1.511,0.001,Urban,2494,42.6,31250.0,Washington,"Washington, OH"
22071000616,Orleans Parish,Louisiana,LA,1.511,-0.044,Urban,4712,20.2,65500.0,Orleans Parish,"Orleans Parish, LA"
53021020603,Franklin County,Washington,WA,1.51,-0.959,Urban,3907,19.4,64856.0,Columbus,"Columbus, WA"
48201241400,Harris County,Texas,TX,1.51,-0.459,Urban,7931,24.4,76015.0,Houston,"Houston, TX"
6073020021,San Diego County,California,CA,1.51,-0.862,Urban,6423,15.6,67801.0,San Diego,"San Diego, CA"
48453002427,Travis County,Texas,TX,1.506,-0.359,Urban,7995,16.7,58044.0,Austin,"Austin, TX"
45079010412,Richland County,South Carolina,SC,1.505,-0.253,Urban,3159,15.8,50081.0,Richland,"Richland, SC"
21111007100,Jefferson County,Kentucky,KY,1.505,-0.099,Urban,4508,23.4,59609.0,Jefferson,"Jefferson, KY"
1101005403,Montgomery County,Alabama,AL,1.504,0.106,Urban,3614,24.6,40625.0,Montgomery,"Montgomery, AL"
24021750803,Frederick County,Maryland,MD,1.504,-0.556,Urban,6122,6.8,90781.0,Frederick,"Frederick, MD"
37067001000,Forsyth County,North Carolina,NC,1.501,-0.431,Urban,4652,32.2,45962.0,Forsyth,"Forsyth, NC"
6073003201,San Diego County,California,CA,1.5,-0.856,Urban,4932,14.2,55337.0,San Diego,"San Diego, CA"
18157000400,Tippecanoe County,Indiana,IN,1.496,-0.232,Urban,4486,35.8,43004.0,Lafayette/West Lafayette,"Lafayette/West Lafayette, IN"
6085512506,Santa Clara County,California,CA,1.493,-0.847,Urban,6686,13.5,92643.0,Santa Clara,"Santa Clara, CA"
42049000900,Erie County,Pennsylvania,PA,1.492,-0.453,Urban,5454,36.6,40843.0,Erie,"Erie, PA"
18157011100,Tippecanoe County,Indiana,IN,1.492,-0.229,Urban,4390,26.0,45373.0,Lafayette/West Lafayette,"Lafayette/West Lafayette, IN"
53033025805,King County,Washington,WA,1.491,-0.943,Urban,4551,5.0,70517.0,Seattle,"Seattle, WA"
48453002207,Travis County,Texas,TX,1.489,-0.349,Urban,8379,10.4,59303.0,Austin,"Austin, TX"
45013000502,Beaufort County,South Carolina,SC,1.488,-0.268,Urban,4808,23.3,52602.0,Beaufort,"Beaufort, SC"
47149040403,Rutherford County,Tennessee,TN,1.487,-0.156,Urban,7353,24.4,47781.0,Rutherford,"Rutherford, TN"
1089001500,Madison County,Alabama,AL,1.485,0.112,Urban,4946,27.7,42917.0,Madison,"Madison, AL"
37183052507,Wake County,North Carolina,NC,1.485,-0.377,Urban,2803,20.5,71637.0,Raleigh,"Raleigh, NC"
6085504318,Santa Clara County,California,CA,1.485,-0.842,Urban,5265,10.5,96359.0,Santa Clara,"Santa Clara, CA"
26081013000,Kent County,Michigan,MI,1.481,-0.318,Urban,3173,12.0,57137.0,Kent,"Kent, MI"
1095030904,Marshall County,Alabama,AL,1.481,0.118,Urban,5409,20.4,47384.0,Marshall,"Marshall, AL"
42091200902,Montgomery County,Pennsylvania,PA,1.481,-0.43,Urban,1257,9.8,58967.0,Montgomery,"Montgomery, PA"
48113018138,Dallas County,Texas,TX,1.477,-0.474,Urban,4076,17.3,53804.0,Dallas,"Dallas, TX"
37147000201,Pitt County,North Carolina,NC,1.476,-0.385,Urban,4952,48.3,37108.0,Pitt,"Pitt, NC"
26163588200,Wayne County,Michigan,MI,1.476,-0.283,Urban,3312,21.8,50694.0,Wayne,"Wayne, MI"
27053026104,Hennepin County,Minnesota,MN,1.474,-0.823,Urban,3717,3.0,58586.0,Hennepin,"Hennepin, MN"
53033010701,King County,Washington,WA,1.473,-0.933,Urban,3385,20.6,69301.0,Seattle,"Seattle, WA"
56001963700,Albany County,Wyoming,WY,1.473,-0.867,Urban,5226,29.2,83218.0,Albany,"Albany, WY"
54021967800,Gilmer County,West Virginia,WV,1.473,0.31,Urban,2303,35.5,58125.0,Gilmer,"Gilmer, WV"
8031008388,Denver County,Colorado,CO,1.472,-1.239,Urban,6962,4.5,68125.0,Denver,"Denver, CO"
18133956300,Putnam County,Indiana,IN,1.472,-0.227,Urban,7300,11.4,55233.0,Putnam,"Putnam, IN"
1089000202,Madison County,Alabama,AL,1.471,0.121,Urban,4399,39.3,36406.0,Madison,"Madison, AL"
18097380600,Marion County,Indiana,IN,1.471,-0.24,Urban,5243,16.7,50417.0,Indianapolis,"Indianapolis, IN"
6087100500,Santa Cruz County,California,CA,1.47,-0.833,Urban,5370,37.3,125400.0,Santa Cruz,"Santa Cruz, CA"
39045032702,Fairfield County,Ohio,OH,1.469,-0.021,Urban,7340,9.1,59519.0,Fairfield,"Fairfield, OH"
24027606707,Howard County,Maryland,MD,1.469,-0.533,Urban,3755,21.8,107113.0,Howard,"Howard, MD"
47037015502,Davidson County,Tennessee,TN,1.468,-0.188,Urban,3924,14.4,52652.0,Nashville,"Nashville, TN"
37001021702,Alamance County,North Carolina,NC,1.466,-0.435,Urban,5282,21.9,82621.0,Alamance,"Alamance, NC"
55087012300,Outagamie County,Wisconsin,WI,1.466,-0.631,Urban,1647,4.5,60982.0,Outagamie,"Outagamie, WI"
39017010103,Butler County,Ohio,OH,1.463,-0.028,Urban,5308,27.9,79519.0,Butler,"Butler, OH"
45079002603,Richland County,South Carolina,SC,1.462,-0.227,Urban,4058,29.8,27338.0,Richland,"Richland, SC"
37183054500,Wake County,North Carolina,NC,1.461,-0.362,Urban,7761,22.2,63387.0,Raleigh,"Raleigh, NC"
9009141800,New Haven County,Connecticut,CT,1.461,-0.725,Urban,3892,26.2,54977.0,New Haven,"New Haven, CT"
48201330301,Harris County,Texas,TX,1.455,-0.426,Urban,7169,10.2,59964.0,Houston,"Houston, TX"
22073010101,Ouachita Parish,Louisiana,LA,1.453,-0.008,Urban,4678,23.6,54143.0,Ouachita Parish,"Ouachita Parish, LA"
48201341201,Harris County,Texas,TX,1.452,-0.425,Urban,3974,27.6,38839.0,Houston,"Houston, TX"
5115951300,Pope County,Arkansas,AR,1.449,0.001,Urban,7700,28.0,42008.0,Pope,"Pope, AR"
13135050431,Gwinnett County,Georgia,GA,1.447,-0.356,Urban,7639,26.8,55250.0,Atlanta area,"Atlanta area, GA"
53033031206,King County,Washington,WA,1.447,-0.917,Urban,4877,7.7,75938.0,Seattle,"Seattle, WA"
28121020301,Rankin County,Mississippi,MS,1.445,0.173,Urban,3073,17.1,51600.0,Rankin,"Rankin, MS"
22061960500,Lincoln Parish,Louisiana,LA,1.445,-0.008,Urban,4296,22.9,89348.0,Lincoln Parish,"Lincoln Parish, LA"
51710000800,Norfolk city,Virginia,VA,1.441,-0.394,Urban,2075,11.6,57847.0,Norfolk,"Norfolk, VA"
51153900701,Prince William County,Virginia,VA,1.441,-0.609,Urban,4976,2.2,67340.0,Prince William,"Prince William, VA"
48453001860,Travis County,Texas,TX,1.439,-0.319,Urban,3859,12.9,58792.0,Austin,"Austin, TX"
36103159404,Suffolk County,New York,NY,1.439,-0.583,Urban,7313,6.9,67552.0,Suffolk,"Suffolk, NY"
37119005510,Mecklenburg County,North Carolina,NC,1.438,-0.373,Urban,5207,12.4,47656.0,Mecklenburg,"Mecklenburg, NC"
5045030900,Faulkner County,Arkansas,AR,1.438,-0.019,Urban,3641,45.5,26910.0,Faulkner,"Faulkner, AR"
47157021122,Shelby County,Tennessee,TN,1.437,-0.123,Urban,5626,21.4,44896.0,Shelby,"Shelby, TN"
4013114703,Maricopa County,Arizona,AZ,1.436,-0.631,Urban,8071,55.7,24293.0,Phoenix,"Phoenix, AZ"
45051060405,Horry County,South Carolina,SC,1.433,-0.221,Urban,5699,39.6,42014.0,Horry,"Horry, SC"
48439111524,Tarrant County,Texas,TX,1.433,-0.321,Urban,7886,16.5,45089.0,Fort Worth,"Fort Worth, TX"
48085031506,Collin County,Texas,TX,1.427,-0.454,Urban,8587,12.0,62462.0,Collin,"Collin, TX"
42041010100,Cumberland County,Pennsylvania,PA,1.424,-0.416,Urban,5411,12.6,50638.0,Fayetteville,"Fayetteville, PA"
21227010900,Warren County,Kentucky,KY,1.424,-0.006,Urban,3953,22.3,75665.0,Warren,"Warren, KY"
