Census_Tract,County,State,State_Abbr,Resilience_Score,Health_Burden,Urban_Rural,Population_2010,Poverty_Rate,Median_Income,GEOID,latitude,longitude
47037013602,Davidson County,Tennessee,TN,2.44,-0.768,Urban,2120,39.4,,47037013602,36.1685854,-86.8283325
1109189100,Pike County,Alabama,AL,2.44,-0.45,Urban,7023,40.4,42083.0,01109189100,31.7469334,-85.9138351
47113001605,Madison County,Tennessee,TN,2.427,-0.732,Urban,3043,23.3,79063.0,47113001605,35.6741154,-88.8708569
15003007302,Honolulu County,Hawaii,HI,2.424,-1.652,Urban,3866,3.5,75760.0,15003007302,21.339213,-157.9582826
48471790700,Walker County,Texas,TX,2.424,-0.9,Urban,7363,53.6,44500.0,48471790700,30.6989074,-95.5362797
36109001300,Tompkins County,New York,NY,2.421,-1.168,Urban,6209,21.9,99455.0,36109001300,42.4196815,-76.4437328
49011125200,Davis County,Utah,UT,2.419,-1.638,Urban,3319,8.6,50948.0,49011125200,41.1291265,-111.9919303
47141000800,Putnam County,Tennessee,TN,2.414,-0.713,Urban,5420,44.2,39410.0,47141000800,36.1740809,-85.5179475
36027150003,Dutchess County,New York,NY,2.413,-1.195,Urban,3027,20.7,105694.0,36027150003,42.0273095,-73.9178618
17077011700,Jackson County,Illinois,IL,2.401,-1.087,Urban,7021,44.6,39470.0,17077011700,37.6946934,-89.2140869
45077011102,Pickens County,South Carolina,SC,2.397,-0.787,Urban,7342,42.3,56075.0,45077011102,34.7109098,-82.7563613
6071025000,San Bernardino County,California,CA,2.395,-1.391,Urban,8850,5.4,51920.0,06071025000,35.46344,-116.614245
48453002307,Travis County,Texas,TX,2.392,-0.889,Urban,5270,17.7,53958.0,48453002307,30.2231019,-97.740968
49035101400,Salt Lake County,Utah,UT,2.387,-1.609,Urban,4816,42.3,33270.0,49035101400,40.7658471,-111.8296175
48439105007,Tarrant County,Texas,TX,2.382,-0.888,Urban,4557,10.0,57370.0,48439105007,32.8511135,-97.3060309
4005001102,Coconino County,Arizona,AZ,2.379,-1.198,Urban,6650,26.6,64135.0,04005001102,35.1881172,-111.6816373
48453002423,Travis County,Texas,TX,2.376,-0.878,Urban,5383,5.9,70076.0,48453002423,30.1797327,-97.8062117
48491020504,Williamson County,Texas,TX,2.375,-0.864,Urban,8362,9.6,62905.0,48491020504,30.474611,-97.6955478
15003009502,Honolulu County,Hawaii,HI,2.369,-1.619,Urban,4243,4.2,69154.0,15003009502,21.4957262,-158.0699628
18097310110,Marion County,Indiana,IN,2.365,-0.774,Urban,2881,11.1,58750.0,18097310110,39.8453099,-86.2830259
21151010903,Madison County,Kentucky,KY,2.361,-0.595,Urban,3898,30.7,54964.0,21151010903,37.724939,-84.3160746
29161890400,Phelps County,Missouri,MO,2.359,-0.776,Urban,5555,50.0,33505.0,29161890400,37.9607714,-91.7782993
48491020406,Williamson County,Texas,TX,2.357,-0.852,Urban,6250,12.0,57577.0,48491020406,30.4525104,-97.7706787
31109000900,Lancaster County,Nebraska,NE,2.356,-1.067,Urban,3749,20.6,72875.0,31109000900,40.8257368,-96.6628077
27013171101,Blue Earth County,Minnesota,MN,2.353,-1.363,Urban,6063,48.6,42841.0,27013171101,44.1503758,-94.0014547
48453001863,Travis County,Texas,TX,2.351,-0.864,Urban,3401,19.0,40274.0,48453001863,30.4324868,-97.6766198
26077000500,Kalamazoo County,Michigan,MI,2.346,-0.836,Urban,4739,40.3,34637.0,26077000500,42.2971927,-85.6031842
20051072900,Ellis County,Kansas,KS,2.342,-0.878,Urban,6284,37.0,49176.0,20051072900,38.8421845,-99.3522559
17109010400,McDonough County,Illinois,IL,2.341,-1.039,Urban,7319,47.9,89922.0,17109010400,40.4636385,-90.6960448
54061010800,Monongalia County,West Virginia,WV,2.334,-0.19,Urban,4314,21.9,75679.0,54061010800,39.6555881,-79.900957
8041003801,El Paso County,Colorado,CO,2.326,-1.745,Urban,2196,5.6,65000.0,08041003801,38.9773725,-104.8672384
51121020700,Montgomery County,Virginia,VA,2.326,-1.15,Urban,5856,31.3,90326.0,51121020700,37.2062011,-80.3946319
26107960600,Mecosta County,Michigan,MI,2.325,-0.811,Urban,3543,37.0,66467.0,26107960600,43.6912652,-85.4998622
49049001603,Utah County,Utah,UT,2.32,-1.564,Urban,4328,60.0,20012.0,49049001603,40.2595686,-111.64212
35049001302,Santa Fe County,New Mexico,NM,2.313,-1.023,Urban,2852,16.5,48485.0,35049001302,35.6334515,-106.0305241
42027011502,Centre County,Pennsylvania,PA,2.31,-0.95,Urban,7867,34.7,80052.0,42027011502,40.7936666,-77.8905482
15003009504,Honolulu County,Hawaii,HI,2.308,-1.583,Urban,1271,5.6,76083.0,15003009504,21.4917483,-158.0491955
42003459202,Allegheny County,Pennsylvania,PA,2.303,-0.955,Urban,661,8.6,53906.0,42003459202,40.4282449,-80.1010931
9007541300,Middlesex County,Connecticut,CT,2.297,-1.225,Urban,6207,5.2,76540.0,09007541300,41.5922334,-72.704025
13059000600,Clarke County,Georgia,GA,2.297,-0.893,Urban,2594,52.6,27778.0,13059000600,33.9549681,-83.3861575
15003009501,Honolulu County,Hawaii,HI,2.28,-1.566,Urban,4893,4.6,53428.0,15003009501,21.4883996,-158.0683461
13059001900,Clarke County,Georgia,GA,2.268,-0.876,Urban,3229,31.2,69659.0,13059001900,33.9663942,-83.3904044
24003740601,Anne Arundel County,Maryland,MD,2.259,-1.014,Urban,3661,5.2,79189.0,24003740601,39.1227701,-76.7571859
45077011204,Pickens County,South Carolina,SC,2.257,-0.703,Urban,4368,45.4,47862.0,45077011204,34.7401093,-82.85118
24031700310,Montgomery County,Maryland,MD,2.255,-1.001,Urban,5267,10.3,92175.0,24031700310,39.1826275,-77.283306
51760030200,Richmond city,Virginia,VA,2.255,-0.86,Urban,2055,37.1,,51760030200,37.5456964,-77.4359931
24037875801,St. Mary's County,Maryland,MD,2.252,-0.997,Urban,1014,7.1,68393.0,24037875801,38.2848482,-76.4076612
48041001302,Brazos County,Texas,TX,2.247,-0.961,Urban,4028,32.4,61635.0,48041001302,30.6322259,-96.3136454
4013422304,Maricopa County,Arizona,AZ,2.24,-1.111,Urban,2786,14.2,55625.0,04013422304,33.3468596,-111.8362733
51710002500,Norfolk city,Virginia,VA,2.24,-0.871,Urban,4748,49.8,27240.0,51710002500,36.8821639,-76.3067789
47037019118,Davidson County,Tennessee,TN,2.232,-0.645,Urban,4780,17.2,57125.0,47037019118,36.0382898,-86.6692376
47093000100,Knox County,Tennessee,TN,2.229,-0.621,Urban,1605,29.8,113750.0,47093000100,35.9651016,-83.9201573
31055007001,Douglas County,Nebraska,NE,2.228,-1.011,Urban,3944,22.6,55436.0,31055007001,41.2306794,-96.014801
48113009900,Dallas County,Texas,TX,2.228,-0.922,Urban,2537,11.3,60268.0,48113009900,32.8844801,-96.9082259
16065950400,Madison County,Idaho,ID,2.224,-1.091,Urban,6109,22.8,61058.0,16065950400,43.7747647,-111.5528132
20045000501,Douglas County,Kansas,KS,2.22,-0.807,Urban,3227,18.8,59813.0,20045000501,38.9827095,-95.2490785
16057005100,Latah County,Idaho,ID,2.22,-1.092,Urban,7583,32.2,62750.0,16057005100,46.771348,-117.0104176
18167011100,Vigo County,Indiana,IN,2.217,-0.659,Urban,7060,49.7,,18167011100,39.4618988,-87.4122468
55035001200,Eau Claire County,Wisconsin,WI,2.214,-1.098,Urban,5424,56.5,67600.0,55035001200,44.803585,-91.522505
49049001702,Utah County,Utah,UT,2.205,-1.495,Urban,4586,41.0,48500.0,49049001702,40.240589,-111.6357092
48453001844,Travis County,Texas,TX,2.178,-0.761,Urban,3668,10.6,58036.0,48453001844,30.3959497,-97.7013613
48439122400,Tarrant County,Texas,TX,2.175,-0.764,Urban,5760,39.8,52656.0,48439122400,32.7263752,-97.1175591
42085033000,Mercer County,Pennsylvania,PA,2.169,-0.844,Urban,5125,20.4,62130.0,42085033000,41.154426,-80.0878143
39049009336,Franklin County,Ohio,OH,2.168,-0.436,Urban,2738,17.3,39837.0,39049009336,39.9223517,-82.9254669
19013002304,Black Hawk County,Iowa,IA,2.165,-0.981,Urban,2749,29.1,111000.0,19013002304,42.5226723,-92.4571981
48453002313,Travis County,Texas,TX,2.163,-0.752,Urban,4311,25.1,29966.0,48453002313,30.2201793,-97.7260193
47149041403,Rutherford County,Tennessee,TN,2.158,-0.557,Urban,7429,28.3,83239.0,47149041403,35.8630955,-86.3505206
33005971401,Cheshire County,New Hampshire,NH,2.157,-1.346,Urban,5364,30.4,69667.0,33005971401,42.920039,-72.2992025
47037019111,Davidson County,Tennessee,TN,2.154,-0.598,Urban,4163,17.3,49012.0,47037019111,36.0492324,-86.6797933
47093003801,Knox County,Tennessee,TN,2.154,-0.576,Urban,4268,27.5,57361.0,47093003801,35.9530877,-83.9944028
13045910501,Carroll County,Georgia,GA,2.154,-0.813,Urban,8876,35.5,42111.0,13045910501,33.5892617,-85.1192725
26161405600,Washtenaw County,Michigan,MI,2.153,-0.688,Urban,4279,22.3,44722.0,26161405600,42.233353,-83.7210304
51810045408,Virginia Beach city,Virginia,VA,2.143,-0.774,Urban,6415,8.4,65341.0,51810045408,36.7799845,-76.0252078
5119004800,Pulaski County,Arkansas,AR,2.138,-0.409,Urban,3243,26.5,65192.0,05119004800,34.7482761,-92.3181108
33009961000,Grafton County,New Hampshire,NH,2.136,-1.332,Urban,6990,13.0,65500.0,33009961000,43.743912,-71.7267441
5031000602,Craighead County,Arkansas,AR,2.135,-0.441,Urban,6150,51.5,21807.0,05031000602,35.8434752,-90.6825944
26161465000,Washtenaw County,Michigan,MI,2.134,-0.677,Urban,5821,8.0,76991.0,26161465000,42.4063388,-83.7552561
37085070802,Harnett County,North Carolina,NC,2.132,-0.801,Urban,4969,25.0,68281.0,37085070802,35.4052543,-78.7508208
46011958802,Brookings County,South Dakota,SD,2.132,-0.972,Urban,6516,25.7,62267.0,46011958802,44.3339133,-96.818806
13051000100,Chatham County,Georgia,GA,2.126,-0.794,Urban,1811,83.5,10921.0,13051000100,32.0823335,-81.103942
8041004401,El Paso County,Colorado,CO,2.122,-1.623,Urban,8339,18.0,47301.0,08041004401,38.7386944,-104.8043505
6073009107,San Diego County,California,CA,2.121,-1.227,Urban,3688,28.3,66223.0,06073009107,32.7677269,-117.1885238
18097320204,Marion County,Indiana,IN,2.119,-0.627,Urban,5374,24.1,41680.0,18097320204,39.9184128,-86.1092043
13135050541,Gwinnett County,Georgia,GA,2.114,-0.755,Urban,5061,25.7,34342.0,13135050541,33.9477158,-84.1068074
18157010203,Tippecanoe County,Indiana,IN,2.109,-0.599,Urban,8155,25.8,103479.0,18157010203,40.4830657,-86.9236687
26065004500,Ingham County,Michigan,MI,2.109,-0.699,Urban,3790,22.1,66695.0,26065004500,42.764057,-84.4599215
1089010622,Madison County,Alabama,AL,2.108,-0.259,Urban,9764,27.5,45824.0,01089010622,34.760657,-86.6756291
20045001002,Douglas County,Kansas,KS,2.105,-0.738,Urban,5747,15.3,60952.0,20045001002,38.930865,-95.1970268
31019969600,Buffalo County,Nebraska,NE,2.104,-0.951,Urban,5475,36.7,27453.0,31019969600,40.6979651,-99.1053363
40027201102,Cleveland County,Oklahoma,OK,2.102,-0.451,Urban,2783,29.3,67411.0,40027201102,35.195835,-97.4584988
26077001506,Kalamazoo County,Michigan,MI,2.101,-0.69,Urban,6971,38.5,74167.0,26077001506,42.285421,-85.641612
39049008161,Franklin County,Ohio,OH,2.099,-0.395,Urban,7166,19.5,59665.0,39049008161,39.9013182,-83.1354983
53037975401,Kittitas County,Washington,WA,2.091,-1.299,Urban,7501,45.0,65792.0,53037975401,47.0080705,-120.5199221
36109001100,Tompkins County,New York,NY,2.081,-0.964,Urban,5647,33.9,92981.0,36109001100,42.4103259,-76.4921491
22061961000,Lincoln Parish,Louisiana,LA,2.08,-0.387,Urban,6703,42.4,48344.0,22061961000,32.4887072,-92.6906841
6073009201,San Diego County,California,CA,2.08,-1.202,Urban,5014,15.1,66696.0,06073009201,32.8015228,-117.1463385
28105950100,Oktibbeha County,Mississippi,MS,2.078,-0.211,Urban,7611,39.2,78517.0,28105950100,33.4996016,-88.7399685
19103000400,Johnson County,Iowa,IA,2.077,-0.894,Urban,6875,27.1,107905.0,19103000400,41.654688,-91.60993
27013171600,Blue Earth County,Minnesota,MN,2.069,-1.193,Urban,5023,29.0,95278.0,27013171600,44.1376365,-93.9943155
13059150600,Clarke County,Georgia,GA,2.063,-0.753,Urban,3242,33.1,46724.0,13059150600,33.935961,-83.3355465
51149850200,Prince George County,Virginia,VA,2.06,-0.98,Urban,3460,5.5,63507.0,51149850200,37.2487382,-77.3361315
51107611002,Loudoun County,Virginia,VA,2.055,-0.993,Urban,3869,10.6,84543.0,51107611002,39.0642268,-77.4557941
1089011021,Madison County,Alabama,AL,2.042,-0.22,Urban,3912,7.8,63665.0,01089011021,34.6854417,-86.7645134
36083041300,Rensselaer County,New York,NY,2.041,-0.951,Urban,5633,21.7,82583.0,36083041300,42.7297985,-73.6668224
37129011605,New Hanover County,North Carolina,NC,2.041,-0.729,Urban,4997,28.2,53631.0,37129011605,34.2569713,-77.8790213
13067030228,Cobb County,Georgia,GA,2.032,-0.732,Urban,6394,23.5,81442.0,13067030228,34.0334648,-84.564961
24017850201,Charles County,Maryland,MD,2.029,-0.871,Urban,787,0.9,54811.0,24017850201,38.564193,-77.207069
28071950201,Lafayette County,Mississippi,MS,2.029,-0.194,Urban,2942,29.1,97721.0,28071950201,34.380627,-89.4982386
28105950602,Oktibbeha County,Mississippi,MS,2.024,-0.178,Urban,5614,28.5,52644.0,28105950602,33.4217823,-88.8279633
24510270903,Baltimore city,Maryland,MD,2.013,-0.671,Urban,4603,16.3,68558.0,24510270903,39.3426876,-76.5900973
55043961000,Grant County,Wisconsin,WI,2.013,-0.974,Urban,7749,21.8,79844.0,55043961000,42.7478702,-90.4916071
37067000801,Forsyth County,North Carolina,NC,2.012,-0.736,Urban,3062,80.5,11458.0,37067000801,36.0858058,-80.2277613
21111005200,Jefferson County,Kentucky,KY,2.011,-0.401,Urban,3375,27.6,71087.0,21111005200,38.2291515,-85.7618363
24031700818,Montgomery County,Maryland,MD,2.004,-0.851,Urban,6078,19.7,56917.0,24031700818,39.1786227,-77.2569929
40119010200,Payne County,Oklahoma,OK,1.999,-0.354,Urban,5507,42.8,47284.0,40119010200,36.1524508,-97.0921057
48121020800,Denton County,Texas,TX,1.997,-0.781,Urban,5082,40.2,52917.0,48121020800,33.198343,-97.1797465
51121020500,Montgomery County,Virginia,VA,1.994,-0.952,Urban,5988,34.2,125438.0,51121020500,37.2628965,-80.3818027
40039960600,Custer County,Oklahoma,OK,1.989,-0.378,Urban,5377,40.8,35903.0,40039960600,35.5565522,-98.784584
18097330106,Marion County,Indiana,IN,1.974,-0.541,Urban,4509,18.1,45104.0,18097330106,39.9000296,-86.0410847
8059011732,Jefferson County,Colorado,CO,1.973,-1.528,Urban,4331,10.8,69390.0,08059011732,39.7211174,-105.1420325
24021752301,Frederick County,Maryland,MD,1.971,-0.835,Urban,4168,8.1,94844.0,24021752301,39.3659436,-77.4308472
15003007100,Honolulu County,Hawaii,HI,1.969,-1.381,Urban,2713,3.7,73108.0,15003007100,21.3387005,-157.9353493
48113014204,Dallas County,Texas,TX,1.967,-0.766,Urban,2275,37.8,29115.0,48113014204,32.8479426,-96.9243531
1081040602,Lee County,Alabama,AL,1.966,-0.178,Urban,4152,24.2,66875.0,01081040602,32.6152846,-85.5181586
48453001840,Travis County,Texas,TX,1.964,-0.633,Urban,9004,14.6,66050.0,48453001840,30.4253124,-97.6522327
15003006804,Honolulu County,Hawaii,HI,1.958,-1.374,Urban,2835,2.1,66383.0,15003006804,21.3604855,-157.9118609
48141001111,El Paso County,Texas,TX,1.955,-0.748,Urban,4811,21.6,56991.0,48141001111,31.8278601,-106.5014845
51121020300,Montgomery County,Virginia,VA,1.953,-0.927,Urban,6576,37.4,107785.0,51121020300,37.2467412,-80.4548722
6073008902,San Diego County,California,CA,1.95,-1.125,Urban,2221,5.4,68462.0,06073008902,32.7638332,-117.1785432
45019002612,Charleston County,South Carolina,SC,1.946,-0.54,Urban,6479,14.2,59018.0,45019002612,32.8174841,-80.0204648
26125140302,Oakland County,Michigan,MI,1.944,-0.577,Urban,3556,21.2,103750.0,26125140302,42.7014803,-83.237257
53053072905,Pierce County,Washington,WA,1.94,-1.204,Urban,5214,20.3,39211.0,53053072905,47.0914967,-122.6039829
48491020809,Williamson County,Texas,TX,1.94,-0.604,Urban,5885,6.1,63600.0,48491020809,30.5228193,-97.5223562
19061000701,Dubuque County,Iowa,IA,1.938,-0.827,Urban,3426,39.9,51987.0,19061000701,42.503532,-90.6803364
18105000903,Monroe County,Indiana,IN,1.938,-0.516,Urban,4819,30.0,43365.0,18105000903,39.171938,-86.4772602
4013061024,Maricopa County,Arizona,AZ,1.931,-0.927,Urban,2177,8.3,53611.0,04013061024,33.4137948,-112.3997843
48029181823,Bexar County,Texas,TX,1.926,-0.774,Urban,2495,36.5,60163.0,48029181823,29.5794462,-98.639192
41003000100,Benton County,Oregon,OR,1.924,-1.025,Urban,7059,15.3,64271.0,41003000100,44.535963,-123.2632065
36077591000,Otsego County,New York,NY,1.923,-0.883,Urban,3481,31.4,70500.0,36077591000,42.465141,-75.0597464
47125100100,Montgomery County,Tennessee,TN,1.921,-0.425,Urban,1303,38.0,,47125100100,36.5275467,-87.3558995
55025001502,Dane County,Wisconsin,WI,1.921,-0.927,Urban,5399,10.4,64663.0,55025001502,43.0355094,-89.3447908
18105000904,Monroe County,Indiana,IN,1.919,-0.505,Urban,5259,40.8,92800.0,18105000904,39.1574924,-86.4795843
48479001715,Webb County,Texas,TX,1.918,-0.596,Urban,6486,12.4,54773.0,48479001715,27.5982639,-99.5055179
42013100800,Blair County,Pennsylvania,PA,1.916,-0.72,Urban,1917,24.3,78438.0,42013100800,40.5365857,-78.4062173
48381021802,Randall County,Texas,TX,1.909,-0.628,Urban,5426,21.1,68711.0,48381021802,34.9819743,-101.9069029
13135050540,Gwinnett County,Georgia,GA,1.904,-0.63,Urban,6578,15.4,61556.0,13135050540,33.9748309,-84.02848
42049002800,Erie County,Pennsylvania,PA,1.904,-0.699,Urban,7462,22.2,74583.0,42049002800,42.1063351,-80.0516761
29019001001,Boone County,Missouri,MO,1.901,-0.558,Urban,4656,37.8,61875.0,29019001001,38.9445973,-92.3037123
51630000500,Fredericksburg city,Virginia,VA,1.899,-0.698,Urban,5845,10.8,90213.0,51630000500,38.3007831,-77.5063977
39025041306,Clermont County,Ohio,OH,1.896,-0.284,Urban,4286,12.7,59247.0,39025041306,39.0905688,-84.2680232
38035010400,Grand Forks County,North Dakota,ND,1.893,-0.747,Urban,6004,33.9,63750.0,38035010400,47.9262245,-97.1047087
25017368902,Middlesex County,Massachusetts,MA,1.887,-1.162,Urban,4320,17.6,77250.0,25017368902,42.3816151,-71.2270273
5007020206,Benton County,Arkansas,AR,1.884,-0.301,Urban,6189,9.3,50109.0,05007020206,36.3004942,-94.1212477
5007021201,Benton County,Arkansas,AR,1.884,-0.301,Urban,4239,20.0,53600.0,05007021201,36.197784,-94.5569668
32003002956,Clark County,Nevada,NV,1.883,-0.802,Urban,2697,8.7,48972.0,32003002956,36.1081117,-115.1944038
26161405100,Washtenaw County,Michigan,MI,1.881,-0.526,Urban,2225,26.4,84531.0,26161405100,42.2391841,-83.7083044
1077010100,Lauderdale County,Alabama,AL,1.88,-0.128,Urban,1959,39.1,,01077010100,34.7958382,-87.6598801
35049001204,Santa Fe County,New Mexico,NM,1.879,-0.763,Urban,5556,18.3,52845.0,35049001204,35.6462768,-106.0292125
19113003002,Linn County,Iowa,IA,1.877,-0.771,Urban,7327,21.2,74688.0,19113003002,41.9172724,-91.6429778
31109000202,Lancaster County,Nebraska,NE,1.871,-0.777,Urban,4351,24.7,42024.0,31109000202,40.8432445,-96.6488734
37147001001,Pitt County,North Carolina,NC,1.869,-0.62,Urban,2240,23.7,101029.0,37147001001,35.5932533,-77.246287
13135050304,Gwinnett County,Georgia,GA,1.865,-0.606,Urban,5163,15.8,49261.0,13135050304,33.9298021,-84.252576
53053072907,Pierce County,Washington,WA,1.864,-1.159,Urban,4679,15.1,43715.0,53053072907,47.1061131,-122.5398573
6001428700,Alameda County,California,CA,1.864,-1.101,Urban,4119,18.8,78906.0,06001428700,37.7801283,-122.3050028
24033807301,Prince George's County,Maryland,MD,1.862,-0.765,Urban,3289,19.5,77000.0,24033807301,39.0107603,-76.9438518
48209010304,Hays County,Texas,TX,1.861,-0.666,Urban,5233,53.2,22500.0,48209010304,29.9144551,-97.9049107
48439106514,Tarrant County,Texas,TX,1.861,-0.577,Urban,4943,17.0,63375.0,48439106514,32.7509863,-97.174681
4013113801,Maricopa County,Arizona,AZ,1.861,-0.885,Urban,2135,29.7,42738.0,04013113801,33.4471734,-111.9933575
37063001502,Durham County,North Carolina,NC,1.859,-0.646,Urban,5986,40.6,28447.0,37063001502,36.0096453,-78.9455301
1073005800,Jefferson County,Alabama,AL,1.855,-0.115,Urban,4216,26.6,44734.0,01073005800,33.4776544,-86.8147573
54077963800,Preston County,West Virginia,WV,1.855,0.423,Rural,6763,20.5,66023.0,54077963800,39.6486479,-79.6544936
27123033300,Ramsey County,Minnesota,MN,1.853,-1.022,Urban,3183,22.7,113625.0,27123033300,44.9503917,-93.1841258
4019004411,Pima County,Arizona,AZ,1.849,-0.876,Urban,7085,22.1,94554.0,04019004411,32.2473485,-111.0460112
29037060100,Cass County,Missouri,MO,1.848,-0.519,Urban,1703,12.7,53833.0,29037060100,38.8323206,-94.5495699
6075017902,San Francisco County,California,CA,1.845,-1.061,Urban,2880,48.8,56000.0,06075017902,37.8620462,-122.4195821
48215024000,Hidalgo County,Texas,TX,1.842,-0.652,Urban,15955,31.0,43981.0,48215024000,26.3214899,-98.1751312
9011870200,New London County,Connecticut,CT,1.841,-0.951,Urban,5557,8.5,56848.0,09011870200,41.3769003,-72.0563003
20177001800,Shawnee County,Kansas,KS,1.837,-0.527,Urban,4148,22.3,56736.0,20177001800,39.0377483,-95.7038707
8031980000,Denver County,Colorado,CO,1.833,-1.455,Urban,1165,7.0,62941.0,08031980000,39.8791986,-104.6910529
24001001800,Allegany County,Maryland,MD,1.829,-0.758,Urban,5411,26.3,64394.0,24001001800,39.6570617,-78.9459687
32031002614,Washoe County,Nevada,NV,1.827,-0.758,Urban,3498,7.9,51714.0,32031002614,39.6208529,-119.8765065
5143011101,Washington County,Arkansas,AR,1.825,-0.213,Urban,6562,32.4,39583.0,05143011101,36.0305603,-94.1648922
51059440202,Fairfax County,Virginia,VA,1.822,-0.873,Urban,5815,16.3,90833.0,51059440202,38.8567708,-77.2361249
53037975500,Kittitas County,Washington,WA,1.822,-1.139,Urban,5753,22.6,66442.0,53037975500,47.0198463,-120.5839142
20209045200,Wyandotte County,Kansas,KS,1.82,-0.505,Urban,3980,24.5,73106.0,20209045200,39.0545674,-94.6121595
13067030411,Cobb County,Georgia,GA,1.818,-0.605,Urban,4214,31.5,42115.0,13067030411,33.9371615,-84.5025541
48121020601,Denton County,Texas,TX,1.818,-0.673,Urban,4906,33.8,50986.0,48121020601,33.2274539,-97.1207871
22061960400,Lincoln Parish,Louisiana,LA,1.815,-0.228,Urban,5234,44.7,67874.0,22061960400,32.5496079,-92.6562368
42031160600,Clarion County,Pennsylvania,PA,1.814,-0.652,Urban,5276,28.5,56458.0,42031160600,41.2094447,-79.3800868
42041012300,Cumberland County,Pennsylvania,PA,1.812,-0.648,Urban,2562,30.7,43958.0,42041012300,40.2047227,-77.1993537
37129010900,New Hanover County,North Carolina,NC,1.811,-0.592,Urban,2250,10.0,51250.0,37129010900,34.2038769,-77.9489008
17037001001,DeKalb County,Illinois,IL,1.807,-0.748,Urban,7025,42.0,27686.0,17037001001,41.9578494,-88.7821785
17113000104,McLean County,Illinois,IL,1.805,-0.717,Urban,10908,21.5,62800.0,17113000104,40.5293061,-88.9972263
9013881300,Tolland County,Connecticut,CT,1.804,-0.928,Urban,6189,31.1,76875.0,09013881300,41.814024,-72.2834381
26125154200,Oakland County,Michigan,MI,1.798,-0.49,Urban,2970,15.9,48625.0,26125154200,42.6082725,-83.3457522
48303000405,Lubbock County,Texas,TX,1.796,-0.59,Urban,10654,26.2,50563.0,48303000405,33.606646,-101.9224447
4013116608,Maricopa County,Arizona,AZ,1.794,-0.845,Urban,3553,24.6,54056.0,04013116608,33.3671923,-112.2025579
51003011302,Albemarle County,Virginia,VA,1.793,-0.877,Urban,3765,29.9,55357.0,51003011302,38.0051515,-78.517413
48491020405,Williamson County,Texas,TX,1.792,-0.515,Urban,6444,13.5,51271.0,48491020405,30.448267,-97.7942453
4013111203,Maricopa County,Arizona,AZ,1.791,-0.843,Urban,1410,25.6,45298.0,04013111203,33.4534133,-111.9746086
18157005200,Tippecanoe County,Indiana,IN,1.791,-0.408,Urban,4517,22.0,81071.0,18157005200,40.4432272,-86.9069508
48113014133,Dallas County,Texas,TX,1.778,-0.653,Urban,3909,14.8,46023.0,48113014133,32.8701044,-97.0029707
42101036302,Philadelphia County,Pennsylvania,PA,1.775,-0.602,Urban,3543,6.0,65661.0,42101036302,40.0972506,-74.9805678
54061011000,Monongalia County,West Virginia,WV,1.771,0.146,Urban,4659,25.7,49821.0,54061011000,39.5994669,-79.9592461
17119403101,Madison County,Illinois,IL,1.769,-0.694,Urban,5885,30.4,89450.0,17119403101,38.7964789,-90.0091477
48313000100,Madison County,Texas,TX,1.769,-0.249,Rural,3601,19.2,50125.0,48313000100,31.0188802,-95.744105
41053020303,Polk County,Oregon,OR,1.768,-0.912,Urban,4359,34.3,54970.0,41053020303,44.8755168,-123.2143518
27053026006,Hennepin County,Minnesota,MN,1.767,-0.998,Urban,2832,11.0,73636.0,27053026006,44.8755569,-93.4614253
48099010502,Coryell County,Texas,TX,1.766,-0.651,Urban,4296,20.8,48910.0,48099010502,31.1441723,-97.8092248
37097061304,Iredell County,North Carolina,NC,1.765,-0.577,Urban,4705,10.5,58875.0,37097061304,35.615518,-80.8373826
48113014403,Dallas County,Texas,TX,1.765,-0.645,Urban,3909,14.9,42087.0,48113014403,32.8278797,-97.0197582
37183054018,Wake County,North Carolina,NC,1.758,-0.539,Urban,2553,18.9,51285.0,37183054018,35.8598798,-78.5897866
39061026600,Hamilton County,Ohio,OH,1.756,-0.186,Urban,1518,21.7,121250.0,39061026600,39.1188998,-84.447581
6071002109,San Bernardino County,California,CA,1.751,-1.007,Urban,4626,6.5,55975.0,06071002109,34.0750326,-117.5692572
48439113116,Tarrant County,Texas,TX,1.75,-0.51,Urban,3783,10.0,47813.0,48439113116,32.779908,-97.0650004
6075060400,San Francisco County,California,CA,1.741,-0.999,Urban,1689,9.6,92179.0,06075060400,37.72278,-122.4916513
45079010501,Richland County,South Carolina,SC,1.74,-0.393,Urban,1989,26.2,31500.0,45079010501,34.0691862,-81.0699246
47125101304,Montgomery County,Tennessee,TN,1.74,-0.316,Urban,4867,21.7,53974.0,47125101304,36.6192239,-87.4208846
13067030405,Cobb County,Georgia,GA,1.739,-0.557,Urban,5774,17.7,49091.0,13067030405,33.9369618,-84.4922623
28047001300,Harrison County,Mississippi,MS,1.738,-0.031,Urban,3056,23.1,48225.0,28047001300,30.3912006,-88.9701589
31109003301,Lancaster County,Nebraska,NE,1.732,-0.694,Urban,4119,29.3,67440.0,31109003301,40.8234416,-96.73238
13021010800,Bibb County,Georgia,GA,1.73,-0.569,Urban,1315,21.9,87368.0,13021010800,32.8441758,-83.6361825
40027201404,Cleveland County,Oklahoma,OK,1.73,-0.228,Urban,2328,21.5,91500.0,40027201404,35.1832537,-97.3650452
